year,tract_geoid,display_area_label,primary_place,primary_zip,landmark_context_note,area_type,cluster_label,estimated_alice_households,estimated_alice_rate_proxy_pct,median_household_income,poverty_rate,unemployment_rate,pct_hh_income_under_25k,pct_rent_burden_30_plus,pct_age_18_24,pct_bachelors_or_higher,rank_basis,rank_group
2022,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,87.60305712085513,10.631438970977564,104545.0,4.7,1.4,9.9,40.71,5.0,66.0,estimated_alice_rate_proxy_pct,bottom_15
2022,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,124.26308325902552,8.111167314557802,100054.0,6.5,0.7,12.4,28.64,6.6,36.1,estimated_alice_rate_proxy_pct,bottom_15
2022,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,131.63515408636977,7.039313052747047,86364.0,1.9,2.6,1.9,14.58,5.4,49.1,estimated_alice_rate_proxy_pct,bottom_15
2022,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,41.31526102357544,5.810866529335504,120481.0,2.0,0.0,7.6,31.69,1.7,68.3,estimated_alice_rate_proxy_pct,bottom_15
2022,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,81.46579935499345,3.999302864751765,114125.0,2.2,0.3,3.8,33.5,7.3,52.9,estimated_alice_rate_proxy_pct,bottom_15
2022,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.874985947052867,0.0546524639008661,106830.0,3.1,2.5,6.6,12.63,8.0,35.6,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,Family-oriented residential area,cluster_0,367.7534401058887,23.172869571889645,65469.0,11.8,0.9,14.2,38.53,43.6,66.1,estimated_alice_households,bottom_15
2023,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,Senior-heavy residential area,cluster_0,363.0841553497515,21.195805916506217,79958.0,8.2,3.4,14.1,21.08,6.9,19.3,estimated_alice_households,bottom_15
2023,17019010702,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,348.6291864225467,25.26298452337295,106096.0,6.9,9.1,6.0,37.11,8.2,28.8,estimated_alice_households,bottom_15
2023,17019011002,Champaign — Higher-income residential area,Champaign,61820.0,General tract context note not flagged by the current rule set.,Higher-income residential area,cluster_0,330.701594724047,26.97402893344593,95263.0,18.1,0.0,14.2,55.83,19.3,73.9,estimated_alice_households,bottom_15
2023,17019006000,Urbana — Student-dense area,Urbana,61802.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,286.7657219221817,48.76968059901049,30929.0,30.2,3.2,33.3,50.87,66.0,86.3,estimated_alice_households,bottom_15
2023,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,282.4333181287048,13.954215322564467,123876.0,2.1,2.5,3.3,47.54,6.1,51.9,estimated_alice_households,bottom_15
2023,17019005901,Urbana — Student-dense area,Urbana,61801.0,Higher student concentration; renter-heavy housing profile; higher poverty rate; more very-low-income households.,Student-dense area,cluster_1,261.7779216154888,68.34932679255583,9604.0,69.4,4.8,78.0,63.36,88.2,72.4,estimated_alice_households,bottom_15
2023,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,225.74043314719583,11.493912074704472,92882.0,3.3,2.7,3.7,24.32,4.8,52.2,estimated_alice_households,bottom_15
2023,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,218.4719001730685,10.880074709814169,104048.0,7.2,0.5,4.3,31.15,6.4,63.4,estimated_alice_households,bottom_15
2023,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,181.76170159823053,15.071451210466876,116765.0,11.7,1.3,9.5,28.67,5.8,33.5,estimated_alice_households,bottom_15
2023,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,123.7478882607375,8.366997177872717,126495.0,4.0,5.0,9.5,38.15,4.4,77.3,estimated_alice_households,bottom_15
2023,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,84.13761251627719,5.484850881113246,113625.0,4.3,0.7,10.7,32.24,7.2,37.8,estimated_alice_households,bottom_15
2023,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,67.75608028175472,8.54427241888458,109132.0,3.9,1.1,9.8,40.63,4.8,66.6,estimated_alice_households,bottom_15
2023,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,33.22019304408472,4.78677133200068,104500.0,1.1,0.9,7.0,25.58,1.3,70.8,estimated_alice_households,bottom_15
2023,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.757934912379254,0.0477288987644366,107208.0,2.2,1.7,5.0,15.17,5.1,39.5,estimated_alice_households,bottom_15
2023,17019010603,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,704.3918773917777,26.021125873357136,91615.0,6.0,5.0,13.2,47.72,10.3,50.7,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010702,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,348.6291864225467,25.26298452337295,106096.0,6.9,9.1,6.0,37.11,8.2,28.8,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001100,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,425.4768091337403,25.042778642362585,87697.0,5.6,3.0,13.2,50.68,12.6,69.3,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010901,Philo — Family-oriented residential area,Philo,61880.0,More households with children.,Family-oriented residential area,cluster_0,587.6166336905516,24.473828975033385,96141.0,6.1,2.4,9.5,45.2,9.5,34.1,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001400,Champaign — Family-oriented residential area,Champaign,61874.0,Higher student concentration; more households with children.,Family-oriented residential area,cluster_0,367.7534401058887,23.172869571889645,65469.0,11.8,0.9,14.2,38.53,43.6,66.1,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010400,Rantoul — Senior-heavy residential area,Rantoul,61866.0,Older age profile.,Senior-heavy residential area,cluster_0,363.0841553497515,21.195805916506217,79958.0,8.2,3.4,14.1,21.08,6.9,19.3,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010604,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,181.76170159823053,15.071451210466876,116765.0,11.7,1.3,9.5,28.67,5.8,33.5,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010601,Mahomet — Family-oriented residential area,Mahomet,61853.0,More households with children.,Family-oriented residential area,cluster_0,282.4333181287048,13.954215322564467,123876.0,2.1,2.5,3.3,47.54,6.1,51.9,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001203,Champaign — Senior-heavy residential area,Champaign,61821.0,Older age profile.,Senior-heavy residential area,cluster_0,225.74043314719583,11.493912074704472,92882.0,3.3,2.7,3.7,24.32,4.8,52.2,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001302,Savoy — Senior-heavy residential area,Savoy,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,218.4719001730685,10.880074709814169,104048.0,7.2,0.5,4.3,31.15,6.4,63.4,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001206,Champaign — Senior-heavy residential area,Champaign,61822.0,Older age profile.,Senior-heavy residential area,cluster_0,67.75608028175472,8.54427241888458,109132.0,3.9,1.1,9.8,40.63,4.8,66.6,estimated_alice_rate_proxy_pct,bottom_15
2023,17019001204,Champaign — Family-oriented residential area,Champaign,61822.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,123.7478882607375,8.366997177872717,126495.0,4.0,5.0,9.5,38.15,4.4,77.3,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010701,St. Joseph — Family-oriented residential area,St. Joseph,61873.0,More households with children.,Family-oriented residential area,cluster_0,84.13761251627719,5.484850881113246,113625.0,4.3,0.7,10.7,32.24,7.2,37.8,estimated_alice_rate_proxy_pct,bottom_15
2023,17019005702,Urbana — Senior-heavy residential area,Urbana,61802.0,Older age profile.,Senior-heavy residential area,cluster_0,33.22019304408472,4.78677133200068,104500.0,1.1,0.9,7.0,25.58,1.3,70.8,estimated_alice_rate_proxy_pct,bottom_15
2023,17019010500,Fisher — Family-oriented residential area,Fisher,61843.0,More households with children; older age profile.,Family-oriented residential area,cluster_0,0.757934912379254,0.0477288987644366,107208.0,2.2,1.7,5.0,15.17,5.1,39.5,estimated_alice_rate_proxy_pct,bottom_15
