"Column Name","Label"
"S1601_C02_027E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole"
"S1601_C02_027M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole"
"S1601_C03_027E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole"
"S1601_C03_027M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Spanish or Spanish Creole"
"S1601_C01_028E","Total!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages"
"S1601_C01_028M","Total!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages"
"S1601_C02_028E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages"
"S1601_C02_028M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages"
"S1601_C03_028E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages"
"S1601_C03_028M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!CITIZENS 18 YEARS AND OVER!!All citizens 18 years and over!!Speak a language other than English!!Other languages"
"S1601_C01_029E","Total!!Estimate!!PERCENT IMPUTED!!Language status"
"S1601_C01_029M","Total!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1601_C02_029E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Language status"
"S1601_C02_029M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1601_C03_029E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Language status"
"S1601_C03_029M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status"
"S1601_C01_030E","Total!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1601_C01_030M","Total!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1601_C02_030E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1601_C02_030M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1601_C03_030E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1601_C03_030M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Language status (speak a language other than English)"
"S1601_C01_031E","Total!!Estimate!!PERCENT IMPUTED!!Ability to speak English"
"S1601_C01_031M","Total!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English"
"S1601_C02_031E","Percent of specified language speakers!!Speak English "very well"!!Estimate!!PERCENT IMPUTED!!Ability to speak English"
"S1601_C02_031M","Percent of specified language speakers!!Speak English "very well"!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English"
"S1601_C03_031E","Percent of specified language speakers!!Speak English  less than "very well"!!Estimate!!PERCENT IMPUTED!!Ability to speak English"
"S1601_C03_031M","Percent of specified language speakers!!Speak English  less than "very well"!!Margin of Error!!PERCENT IMPUTED!!Ability to speak English"
