,avg_household_size_v2,median_household_income,pct_age_18_24,pct_age_65_plus,pct_bachelors_or_higher,pct_family_households,pct_hh_income_100k_plus,pct_hh_income_25k_50k,pct_hh_income_50k_100k,pct_hh_income_under_25k,pct_households_with_own_children_under_18,pct_less_than_high_school,pct_one_person_households,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_renter_occupied,pct_senior_living_alone_households,pct_some_college_or_associate,pct_vacant_housing_units,poverty_rate,unemployment_rate
pct_households_with_own_children_under_18,0.54973788882414,0.741197256366275,-0.7523897135691562,0.3793800039020524,-0.3942277541265598,0.9111290772975347,0.6257060746352309,0.10713968413850591,0.6212480010123208,-0.7684304577440169,1.0,0.15914000543833104,-0.7543004492586941,-0.44751772617703917,-0.636008763153007,-0.7389044649280445,0.4086618694804027,0.36892586771664787,-0.4584241587846896,-0.7756731145118487,-0.1792874616477989
pct_less_than_high_school,0.08263529275452276,-0.21879232645351882,-0.22810175306820896,-0.04596804804782508,-0.7055811648977803,0.09468415331098659,-0.39171775564507133,0.6816977709944241,0.19090258592357054,-0.040246897212650415,0.15914000543833104,1.0,0.022802067709571636,0.002918025998855481,-0.14771170494022282,-0.02642435231129108,0.06593929353475757,0.3372551138496634,0.172142622132884,-0.04544157496669388,0.4718032068270535
pct_one_person_households,-0.7467826673159826,-0.7671811831146034,0.5758165069369894,-0.47044384928706007,0.36985114021661053,-0.8581701828520983,-0.7114252385755021,0.24654413414521462,-0.5428817992553604,0.6684147701343899,-0.7543004492586941,0.022802067709571636,1.0,0.47163126062813954,0.4442894607097817,0.8244276669662473,-0.29560491050330817,-0.4206878498853675,0.38420836605959396,0.6061253898925063,0.2567606224399588
pct_rent_burden_30_plus,-0.26706652212445253,-0.4835583503726019,0.5022438886154528,-0.1826485868384809,0.24769621018410468,-0.5288570891591853,-0.39490711389591504,-0.010926375016431131,-0.6582901973663985,0.5763944479443557,-0.44751772617703917,0.002918025998855481,0.47163126062813954,1.0,0.7954728307610547,0.5003278471926523,-0.009019886039093535,-0.3560098536559017,0.29405292961407303,0.5499873897671325,0.20763708540934434
pct_rent_burden_50_plus,-0.12506425138159397,-0.5964563005138054,0.720029888107674,-0.39115592976702135,0.3132123484319843,-0.6730359196238999,-0.48222560953607396,-0.2683429241692563,-0.7599783529099875,0.7799443672403529,-0.636008763153007,-0.14771170494022282,0.4442894607097817,0.7954728307610547,1.0,0.6154064432939541,-0.2985440286595901,-0.364203160848505,0.4277513262006267,0.7792374349494899,0.16670466753693047
pct_renter_occupied,-0.36577352207721414,-0.8719521608569727,0.8221771174480234,-0.7680340463445257,0.3501303519532352,-0.9099047042916292,-0.8022500199792733,0.0973375487940128,-0.748289157963379,0.8785117409399282,-0.7389044649280445,-0.02642435231129108,0.8244276669662473,0.5003278471926523,0.6154064432939541,1.0,-0.5713820679944076,-0.408240526126314,0.5603254985338512,0.860240150486624,0.3931055413112247
pct_senior_living_alone_households,-0.011907872044734364,0.49374130097356134,-0.6672159396900602,0.8130202938717614,-0.24734656902043117,0.5332620910774424,0.45967210589488056,0.11566542234628802,0.474044929418331,-0.5861399673399972,0.4086618694804027,0.06593929353475757,-0.29560491050330817,-0.009019886039093535,-0.2985440286595901,-0.5713820679944076,1.0,0.23133210323914313,-0.41944972697982147,-0.6335266419052521,-0.26955892614880633
pct_some_college_or_associate,0.41770370552263025,0.19690651561124725,-0.4702681638837055,0.22165144763342973,-0.8022904302647295,0.43447136752005266,0.06318072927277803,0.31631007979215015,0.4928380071466901,-0.37148383135262075,0.36892586771664787,0.3372551138496634,-0.4206878498853675,-0.3560098536559017,-0.364203160848505,-0.408240526126314,0.23133210323914313,1.0,-0.003884922937738934,-0.3179602160978764,0.06421838066238736
pct_vacant_housing_units,-0.032012517479129796,-0.6917237750789568,0.5316425774244046,-0.4993296224733704,-0.11881661258778262,-0.5371284454400687,-0.6617034094355173,0.1771481380963392,-0.6002003260294445,0.6814895622624888,-0.4584241587846896,0.172142622132884,0.38420836605959396,0.29405292961407303,0.4277513262006267,0.5603254985338512,-0.41944972697982147,-0.003884922937738934,1.0,0.6710210889362008,0.4074848024207003
poverty_rate,-0.10618346704667023,-0.850875462062606,0.9407932581845625,-0.7206845217575331,0.27322701338133387,-0.8793127698901798,-0.7577876555917037,-0.15953192831603177,-0.8391095150951922,0.9790888610221165,-0.7756731145118487,-0.04544157496669388,0.6061253898925063,0.5499873897671325,0.7792374349494899,0.860240150486624,-0.6335266419052521,-0.3179602160978764,0.6710210889362008,1.0,0.4183515101226594
unemployment_rate,0.06646178665447426,-0.5498782256775134,0.22946259657301032,-0.3860257862655477,-0.3044688515131566,-0.2758540396525191,-0.6653410695659034,0.49314846515650573,-0.2557501589912423,0.422684885714064,-0.1792874616477989,0.4718032068270535,0.2567606224399588,0.20763708540934434,0.16670466753693047,0.3931055413112247,-0.26955892614880633,0.06421838066238736,0.4074848024207003,0.4183515101226594,1.0
