serialno,state,puma,wgtp,np,hincp,fincp,adjinc,hht,hht2,noc,npf,fparc,person_count,adult_count,college_age_count,student_enrolled_count,likely_college_student_count,employed_count,reference_person_count,reference_person_student_flag,has_any_likely_college_student,has_any_student,has_any_college_age_person,has_any_employed_person,student_share_of_persons,student_share_of_adults,college_age_share_of_persons,student_heavy_flag_rule_a,student_heavy_flag_rule_b,analysis_weight,hincp_adj_real,student_heavy_flag,hh_comp_key,below_alice_flag,annual_alice_threshold
2021HU1114293,17,2100,92,2,12800.0,,1029928,5.0,12.0,0.0,,,2,2,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,92.0,13183.0784,0,2_adult_0_child,1,49309.96
2021HU1127063,17,2100,115,1,23600.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,115.0,24306.3008,0,1_adult_0_child,1,37492.23
2021HU1127551,17,2100,23,2,45400.0,45400.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,23.0,46758.7312,0,2_adult_0_child,1,49309.96
2021HU1143127,17,2100,121,1,21400.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,121.0,22040.4592,0,1_adult_0_child,1,37492.23
2021HU1145361,17,2100,69,1,4500.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,69.0,4634.676,0,1_adult_0_child,1,37492.23
2021HU1146181,17,2100,175,1,19300.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,175.0,19877.6104,0,1_adult_0_child,1,37492.23
2021HU1155197,17,2100,98,1,12000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,98.0,12359.136,0,1_adult_0_child,1,37492.23
2021HU1159824,17,2100,10,2,32800.0,32800.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,10.0,33781.6384,0,2_adult_0_child,1,49309.96
2021HU1160440,17,2100,192,5,35900.0,35900.0,1029928,1.0,1.0,1.0,5.0,2.0,5,4,2,2,0,2,1,0,0,1,1,1,0.0,0.0,0.4,0,0,192.0,36974.4152,0,3plus_adult_1plus_child,1,65920.3
2021HU1167437,17,2100,479,1,7000.0,,1029928,4.0,9.0,0.0,,,1,1,1,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,479.0,7209.496,0,1_adult_0_child,1,37492.23
2021HU1189014,17,2100,165,2,3500.0,,1029928,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,165.0,3604.748,1,2_adult_0_child,1,49309.96
2021HU1190285,17,2100,77,2,24100.0,24100.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,77.0,24821.2648,0,2_adult_0_child,1,49309.96
2021HU1191344,17,2100,244,1,28400.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,244.0,29249.9552,0,1_adult_0_child,1,37492.23
2021HU1197019,17,2100,104,2,47600.0,47600.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,104.0,49024.5728,0,2_adult_0_child,1,49309.96
2021HU1220069,17,2100,96,4,51000.0,,1029928,7.0,8.0,0.0,,,4,4,3,3,3,2,1,1,1,1,1,1,0.75,0.75,0.75,1,0,96.0,52526.328,0,3plus_adult_0_child,1,57631.7
2021HU1224208,17,2100,133,2,43600.0,43600.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,133.0,44904.8608,0,2_adult_0_child,1,49309.96
2021HU1226867,17,2100,225,4,0.0,,1029928,7.0,8.0,0.0,,,4,4,4,4,4,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,225.0,0.0,1,3plus_adult_0_child,1,57631.7
2021HU1230622,17,2100,11,2,39940.0,39940.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,11.0,41135.32432,0,2_adult_0_child,1,49309.96
2021HU1245842,17,2100,67,2,29900.0,29900.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,67.0,30794.8472,0,2_adult_0_child,1,49309.96
2021HU1258675,17,2100,275,3,21600.0,21600.0,1029928,3.0,6.0,2.0,3.0,1.0,3,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,275.0,22246.4448,0,1_adult_2plus_child,1,55969.66
2021HU1260200,17,2100,113,1,35000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,113.0,36047.48,0,1_adult_0_child,1,37492.23
2021HU1260658,17,2100,137,1,21400.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,137.0,22040.4592,0,1_adult_0_child,1,37492.23
2021HU1288223,17,2100,361,1,21400.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,361.0,22040.4592,0,1_adult_0_child,1,37492.23
2021HU1290520,17,2100,98,1,34000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,98.0,35017.552,0,1_adult_0_child,1,37492.23
2021HU1293223,17,2100,37,1,20900.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,37.0,21525.4952,0,1_adult_0_child,1,37492.23
2021HU1308524,17,2100,172,2,3100.0,,1029928,7.0,8.0,0.0,,,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,172.0,3192.7768,0,2_adult_0_child,1,49309.96
2021HU1309301,17,2100,45,4,26600.0,26600.0,1029928,1.0,1.0,2.0,4.0,1.0,4,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,45.0,27396.0848,0,2_adult_2plus_child,1,64765.51
2021HU1312536,17,2100,288,2,27070.0,,1029928,7.0,8.0,0.0,,,2,2,2,1,1,0,1,0,1,1,1,0,0.5,0.5,1.0,1,1,288.0,27880.15096,1,2_adult_0_child,1,49309.96
2021HU1316917,17,2100,101,5,35000.0,35000.0,1029928,1.0,1.0,3.0,5.0,3.0,5,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,101.0,36047.48,0,2_adult_2plus_child,1,64765.51
2021HU1335966,17,2100,203,3,10300.0,10300.0,1029928,3.0,7.0,0.0,3.0,2.0,3,2,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,203.0,10608.2584,0,2_adult_0_child,1,49309.96
2021HU1339100,17,2100,218,2,21700.0,,1029928,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,218.0,22349.4376,1,2_adult_0_child,1,49309.96
2021HU1354506,17,2100,25,1,0.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,25.0,0.0,0,1_adult_0_child,1,37492.23
2021HU1355231,17,2100,101,2,26000.0,26000.0,1029928,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,101.0,26778.128,0,2_adult_0_child,1,49309.96
2021HU1363627,17,2100,56,1,17900.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,56.0,18435.7112,0,1_adult_0_child,1,37492.23
2021HU1373094,17,2100,28,1,23100.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,28.0,23791.3368,0,1_adult_0_child,1,37492.23
